"id","job_id","responsibility"
"23426","10016","Uddaburon bo'l"
"23427","10016","Gapgau sta bo'l"
"23428","10016","Stressga chidamli bo'l"
"23429","10016","Pozitiv bo'l"
"23430","10016","Ma'suliyatli bo'l"
"23431","10017","Etik va osh - ovqat cex hisobidan"
"23432","10018","Mijozga xizmat ko'rsatish"
"23433","10018","Buyurtmalarni qabul qilish"
"23434","10018","Maxsulotlarni sotish"
"23435","10018","Mahsulotlarni joylash"
"23436","10019","Ish vazifalari"
"23437","10020","DoÆkonga kirgan mijozlarga hushmomila boÆlishi"
"23438","10020","DoÆkondagi mahsulotlarni toÆgÆri taxlash"
"23439","10020","Mijozlarga mahsulot haqida maÆlumot bersh"
"23440","10020","Mijozlarga bonus va chegirmalar haqida tushuncha berish"
"23441","10021","????? ??????? (???????)?? ???????"
"23442","10021","???????? ???????? ?????? ?? ?????? ???????????"
"23443","10021","????????????? (????????, ??????????)"
"23444","10021","??????????????, ?????? ???????, ????????????"
"23445","10021","???? ??????? ?????, ????? ??????? ?????? ????? ?????????? ??????"
"23446","10022","Ish vaqti: 11:00 - 23:00"
"23447","10022","Kuniga ikki marta ovqat beriladi"
"23448","10023","Ishni jarayatdasiga bogæliq vazifalar"
"23449","10023","Kompaniya xizmatlarini takomillashtirish"
"23450","10024","???? ??????"
"23451","10025","Klientlar bilan murojaatlar o'tkazish"
"23452","10025","Yuridik hujjatlarni tayyorlash"
"23453","10025","Qonunshunoslik sohasida ma'lumotlar to'plash"
"23454","10025","Hujjatlarni tekshirish"
"23455","10026","????-????? ???????? ????????????? ?????"
"23456","10026","????? ????? ????????"
"23457","10026","??????? ?????? ?????? ????????"
"23458","10027","Tavarlarini magazinlarga yetqazib berish"
"23459","10027","Ish vaqtini muvofiq qayd etish"
"23460","10030","Mijozlarga xizmat ko'rsatish"
"23461","10030","Restoranni tozalash"
"23462","10030","Ovqat va ichimliklar servis qilish"
"23463","10031","Koæylakka yopishtirish"
"23464","10031","Ishga tayyorlik muhiti yaratish"
"23465","10032","?? ????? 8.00-20.00 / 8.00-17.00 ????"
"23466","10032","??????? 6 ??? ??"
"23467","10034","Oziq ovqat tavarlarini magazinlarga yetqazib berish (Dostavshiklar)"
"23468","10034","Tushlik va kechki ovqat korhona hisobidan bozorlarga gruzka etish (Gruzchiklar)"
"23469","10035","Qizlarni qiziqtirish"
"23470","10035","Texnikaviy vazifalarni bajarish"
"23471","10035","Mijozlarga yordam berish"
"23472","10036","??????? ?????? ??? ?????"
"23473","10036","????? ?????? ????? ????????"
"23474","10036","?????????? ?? ????????? ?????"
"23475","10037","Mosh holda ishlash"
"23476","10038","Maxsulotlar merchindayzingi"
"23477","10039","Maxsulotlarni merchindayzing qilish"
"23478","10040","Ish joyiga oid vazifalar"
"23479","10040","Vaqtida vazifalarni bajarish"
"23480","10041","???? ??? ??????????"
"23481","10041","?? ???????????? ?????"
"23482","10042","???? ?????? ????? ????????."
"23483","10042","?????????? ?????? ???? ?????? ????????."
"23484","10043","???? ?????????? ??????????"
"23485","10043","?? ??? ????????? ???????? ????? ???????? ?? ????????????"
"23486","10044","?? ?????????????????? ?????? ????????"
"23487","10045","Telefon kilishni tekshirish"
"23488","10046","Tikuvchi bo'lish"
"23489","10046","Sharoitlar ustida ishlash"
"23490","10047","3maxal isiq ovqat tayyorlash"
"23491","10047","Yotogæ joy berish"
"23492","10048","Tartib va qoidalarga bo'ysinish"
"23493","10048","Sotuv bo'yicha dars va ko'nikmalar"
"23494","10049","Yangi mijozlar topish va ular bilan ishlash"
"23495","10049","Bonus va chegirmalar haqida tushuncha berish"
"23496","10049","Mijozlarga yangi va eski mahsulotlar haqida takliflar berish"
"23497","10049","Mijozlarga hush momilalik bilan murojaat qilish"
"23498","10050","Mebelni tashish"
"23499","10050","Moshinani gaz quyb berish"
"23500","10050","Call centrga telefon qilish"
"23501","10050","Ovqat joyini yotoq joyidan o'tqazish"
"23502","10051","Tikuvcilarning mahsulotlarini tekxtilda ishlab chiqarish"
"23503","10051","Himoya qurish va tikuvchi maslahatlari berish"
"23504","10051","Ish jihozlari bilan ishlash"
"23505","10052","O?zbek tilida ravon gaplashish"
"23506","10052","Kompyuterni bilish"
"23507","10052","Ishda tartib qoidalarga rioya qilish"
"23508","10053","?????? ??????? ?????? ???????"
"23509","10053","?????????? ?????????"
"23510","10053","???'?? ?axsiy ??????"
"23511","10054","Mas'uliyat bilan yondashish"
"23512","10054","Ichki tartib va qoidalarga rioya qilish"
"23513","10054","O'zbek tilida ravon so'zlashish"
"23514","10056","????, ???? ????????? ???????? ?????"
"23515","10056","?????????? ???? ???????"
"23516","10057","Maxal issiq ovqat tayyorlash"
"23517","10057","Yaxshi jamoatda ishlash"
"23518","10058","?????????? ?????"
"23519","10058","?????? ????????"
"23520","10058","?????????"
"23521","10061","ofitsiantka, passuda moyka, uborkachi kasbining barcha vazifalari"
"23522","10062","Kafega maxal tayyorlash"
"23523","10062","Kafega xizmat ko'rsatish"
"23524","10062","Moyka va uborka ishlari"
"23525","10063","Yotoq joy tekin"
"23526","10063","3 mahal ovqat ishxona hisobidan"
"23527","10063","Yotib ishlediganlarga"
"23528","10064","Shafyorlik"
"23529","10064","Haydovchilik"
"23530","10065","????? ???????????? ????????"
"23531","10065","????? ???? ??????????? ?????"
"23532","10065","????????? ??????????????? ???????"
"23533","10067","????? ??????? ?????? ?? ???????"
"23534","10068","Mebel va eshik ishlariga yordam berish"
"23535","10069","Mijozlar bilan ishlash"
"23536","10069","Xush muomalali"
"23537","10069","Kirishuvchan bo'lish"
"23538","10070","Mahsulotlarni qabul qilish va saqlash"
"23539","10070","Mahsulotlarni qabul qilishda hujjat asosida ishlash"
"23540","10070","Qoldiq olish ishlarini qilish"
"23541","10070","Skladdagi xavfsizlikni ta'minlash"
"23542","10071","????? ????????? ????? ????????"
"23543","10071","????? ?? ?????? ??????"
"23544","10071","?????????? ??????"
"23545","10071","?????? ????? ????? ??? ????? ????"
"23546","10072","???????? ??????? ????????"
"23547","10072","??? ????????? ?? ????? ??????? ????"
"23548","10072","????????? ?? ??????????? ??????????????"
"23549","10074","???????????? ????????"
"23550","10074","??????? ???????"
"23551","10074","??????????? ??????? ? ????????"
"23552","10075","??????? ??????? ????? ????????? ?????"
"23553","10075","?? ????? ????????? ??????????? ??? ?????"
"23554","10076","???????? ?? ????? ?????? ?????"
"23555","10077","Ish formasini borish, dokumentlarni fikrlash."
"23556","10077","Yotok joy, 3 mahal issik ovqat."
"23557","10078","Issiq yotoqxonada ovqatlanish tayyorlash"
"23558","10078","Mazali ovqatlanish tayyorlash"
"23559","10078","Shirinliklar va tortlar ishlab chiqarish"
"23560","10080","??????? ???????? ??????? ????? ?????"
"23561","10080","?????? ?????????? ????? ????"
"23562","10081","Transport vositasida ishga borish"
"23563","10081","Kerakli hujjatlarni tayyorlash"
"23564","10081","Ish jadvalida ishtirok etish"
"23565","10082","Ombor soliqini yaratish"
"23566","10082","Mahsulotlarni sotish"
"23567","10082","Yuk tashish"
"23568","10083","??? ??????????? ?????????? ???????? ?????"
"23569","10083","???????????? ??????? ???????? ?????"
"23570","10083","????? ???? ???????? ?????"
"23571","10084","- ?????????-??????? ??????????? ???? ????."
"23572","10084","- ??????? ???? ???? ????? ???? ??????? ?????."
"23573","10084","- ?? ?????? ??????? ?? ?????????? ?????????"
"23574","10084","- ??????????? ???????? ??????? ?????."
"23575","10084","- ??????? ??????? AQILVOY ?????? ??????? ?????? ????????"
"23576","10085","Muhokama olib borish"
"23577","10085","Ta'lim berish"
"23578","10085","O'quvchilarni yaxshi tarbiyalash"
"23579","10086","Baquvvat yuklarini koætarish"
"23580","10086","Yuk tashish"
"23581","10087","???????? ???????? ?????, ??????? ? ???????????? ?????????"
"23582","10087","?????? ?????? ???????????? ? ???? ??????????? ????????????? ?????????"
"23583","10087","???????? ???????? ????????????"
"23584","10087","?????????? ????? ?? ??????????? ? ????????? ?????? ? ???????? ?????????"
"23585","10087","??????????? ???????????????? ???????"
"23586","10088","????? ????? ???????"
"23587","10088","??????? ????? ?????????"
"23588","10089","Ish vaqti: 9:00-18:00 va 14:00-21:00"
"23589","10089","Ish kunlari: 6/1"
"23590","10090","Mijozlar bilan xushmuomila gaplashish"
"23591","10090","Ish vaqtidan ozod bo'lmaguncha mas'uliyatli ish bajarish"
"23592","10090","To'g'ri ma'lumot berish"
"23593","10091","O'zbek tilida ravon so'zlashish"
"23594","10091","Ichki tartib va qoidalarga rioya qilish"
"23595","10091","Ish bilan mas'uliyatli yondashish"
"23596","10091","Kunduzgi ta'lim talabalarini bezovta qilish"
"23597","10092","???? 1-2 ??? ?????? ????"
"23598","10092","?? ?????: 9:00 ??? 19:00 ????"
"23599","10092","?? ??????: 1.000.000 ???"
"23600","10092","Call ?????? ????????? ??????????"
"23601","10092","????? ????????? ????? ????????"
"23602","10093","????????? ????? ?????"
"23603","10093","?? ???????? ??????"
"23604","10093","??????? ???????? ????? ?????"
"23605","10095","50 mingta insonni daromadli qilish"
"23606","10095","1 mln 200 ming daromad olish"
"23607","10096","Bolalarni rasimga olish"
"23608","10096","Ramka, rasm va aksesuvarlarni mijozlarga sotish"
"23609","10097","Ramka, rasm va aksesuvarlarni mijozlarga sotish"
"23610","10097","Bolalarni rasimga olish"
"23611","10098","???? ???????? ???????? ???????? ???????"
"23612","10098","?? ?????: 08:00-18:00"
"23613","10099","Ish joyida birgalikda ishlash"
"23614","10099","Tikishni bilishni o'rganish"
"23615","10100","Oæzbek tilida ravon soæzlashish"
"23616","10100","Rus tilini bilish"
"23617","10101","ROP ish boshqarivchilik"
"23618","10101","Sotuv managerligi"
"23619","10102","Xaydovchi va kassirlik vazifalarni bajarish"
"23620","10102","Mijozlarga xizmat ko'rsatish"
"23621","10102","Moliyaviy hisob-kitoblar"
"23622","10103","5 ??? ?????? ??? ?????"
"23623","10103","???????? ?????? ?? ?????????? ??????????? ?????"
"23624","10104","sotuvchi"
"23625","10104","kassir"
"23626","10105","????????? ?? ??????????? ????????? ?????? ?? ???????"
"23627","10105","?????? ?????? ???????? ?????"
"23628","10106","Kamera oldida ozini tuta bilish"
"23629","10106","Muammoli vaziyatlarda ozini tuta bilish"
"23630","10108","Mijozlarga yordam ko'rsatish"
"23631","10108","Kitoblar sotish va xizmat ko'rsatish"
"23632","10109","Pruzhina ishlab chiqarish"
"23633","10109","Pruzhina tokish"
"23634","10110","?????? ?????????"
"23635","10110","?????? ???????"
"23636","10111","Muomala madaniyatiga ega bo'lish"
"23637","10111","Avtomobili mavjudligi"
"23638","10111","Savdoga qiziqishni ta'minlash"
"23639","10111","Tashqi kurinishda ishlash"
"23640","10111","Komputer bilimiga ega bo'lish"
"23641","10112","?? ???????: ??????????-?????????, ??????? ???? ??? ???? ????!"
"23642","10112","?? ????????: 09:00??? 18:00????"
"23643","10112","3 ????? ????? ????? ????? ????????????"
"23644","10112","??????? ?????? ????????????? ???? ????????????? ???"
"23645","10112","????? ???? ?????????? ??????"
"23646","10113","??????????? ???? ??????? ???????"
"23647","10113","?????? ?? ???????????? ??????? ?????? ??????"
"23648","10113","????? ????? ??????????? ??????? ???????"
"23649","10114","Ish urnlarida ishlash"
"23650","10115","????? 18-60 ??????? ?? ????????"
"23651","10116","?????? ????????"
"23652","10116","????? ???????"
"23653","10117","Mahsulot taqdimoti"
"23654","10117","Potentsial mijozlar bilan muloqot qilish"
"23655","10117","Sotish hajmining oshishi"
"23656","10117","Kichik buyurtmalarni bajarish"
"23657","10117","Mijozlar bazasini saqlash"
"23658","10118","??????????? ????? ?????????? ?????"
"23659","10118","??? ?? ??????? ?? ?????????????"
"23660","10118","Microsoft Office ????? ????"
"23661","10119","??????? ????? ????????????? ?????"
"23662","10119","??????? ?????"
"23663","10120","????? ?????????? ?????"
"23664","10120","??????? ????"
"23665","10120","?????????? ?????"
"23666","10121","Qolib ishlash"
"23667","10121","Bezakni tozalash"
"23668","10122","Perform validation and verification testing"
"23669","10122","Collaborate with internal teams to fix and improve software"
"23670","10122","Develop tools and applications by producing clean, efficient code"
"23671","10122","Automate tasks through appropriate tools and scripting"
"23672","10122","Review and debug code"
"23673","10122","Develop high-quality software design and architecture"
"23674","10122","Identify, prioritize and execute tasks in the software development life cycle"
"23675","10122","Document development phases and monitor systems"
"23676","10123","Ishga masuliyat bilan yondashish"
"23677","10123","Tartib intizomni buzilmaslik"
"23678","10124","Mas'uliyatni o'zlashtirish"
"23679","10124","Ishini o'z vaqtida bajarish"
"23680","10125","?????"
"23681","10125","?????????? ????? ?????"
"23682","10125","???????? ??????"
"23683","10126","????? ?????????? ??????????? ????? ?????"
"23684","10126","????????????? ????? ????????????? ???????????? ?????"
"23685","10127","Sotuv bo'limida ishlash"
"23686","10127","Masuliyatli bo'lish"
"23687","10128","To'g'ridan-to'g'ri kiruvchi qo'ng'iroqlarga javob berish"
"23688","10128","Chiquvchi qongiroqlar bilan ishlash"
"23689","10128","Maxsulotni sotish"
"23690","10128","Kompyuterda ishlay olish"
"23691","10130","Mijozlarga yordam berish"
"23692","10130","Chek, nakd va elektron pullar bilan ishlash"
"23693","10130","Maxsulotlarni teskariyotlarini boshqarish"
"23694","10132","????? ????????????? ??? ???? ???"
"23695","10132","????? ????? ????? ???????????"
"23696","10133","Ikki maxal isiq ovqat"
"23697","10133","Yotoq xona"
"23698","10133","Uydan ishgacha- ishdan uygacha Tekin aftobuz"
"23699","10134","3????? ????? ????? ?????"
"23700","10134","???? ??? ??????????"
"23701","10135","Sotuv bo'limi uchun menejer-operatorlik"
"23702","10135","Klientlar bilan ishtirok"
"23703","10135","Mijoz xizmati"
"23704","10136","?????? ???? ????"
"23705","10136","???? ??????? ??? ???"
"23706","10136","3 ????? ????? ??????"
"23707","10137","Sotuvchi sifatida faoliyat yuritish"
"23708","10137","Instagramda kiyimlarni obzor qilish"
"23709","10137","Reklama qilish"
"23710","10137","Blogerlikni olib borish"
"23711","10138","Is the agency responsible for buying products"
"23712","10138","Walking in stores, promoting and taking orders"
"23713","10138","Responsible for advertising"
"23714","10139","?????? ??????? ????? ????????? ???? ?? ??? ?????? ??????"
"23715","10139","?????? ????? ?????????? ?????"
"23716","10139","?? ???????????? ??????? ?????"
"23717","10141","Mahsulotni sotish"
"23718","10141","To'lov qabul qilish"
"23719","10141","Buyurtma qabul qilish"
"23720","10143","????????? ???????"
"23721","10143","????? ???? ????? ?????"
"23722","10144","?????? ??????? ???????"
"23723","10146","Qabul qilish va yuborish"
"23724","10146","Tovarlar boshqarish"
"23725","10147","Kunduzgi va kechki smenalar, haftada 6 kun"
"23726","10148","Ish joyida ish boshqarish"
"23727","10148","Sayohatni tashkil etish"
"23728","10149","??????????? ????? ?????????"
"23729","10150","Xaridorni qo'llab-quvvatlash"
"23730","10150","Kassirlik xizmatlari ko'rsatish"
"23731","10150","Mahsulotlarni sotish"
"23732","10151","Yuk tashish va yukni bosib qo'ymoq"
"23733","10151","Zaftrak abet ujinidan foydalanish"
"23734","10152","??????? ??? ???? ????"
"23735","10152","?? ?????: 08:00 ?? 18:00 ????"
"23736","10152","???? ????? ????? ??????? ???"
"23737","10152","????? ?????"
"23738","10153","???????????? ???????"
"23739","10153","??????????????? ???????????"
"23740","10153","???????????? ????????? ? ?????? ? ?????? ? ??????????"
"23741","10153","???????? ??????????? ?????"
"23742","10154","????????????? ?????????? ????? ??? ?????"
"23743","10154","????? ?????????? ???????"
"23744","10154","????????????? ??????? ????"
"23745","10155","??????? ????-?????? ??????????? ???? ?????"
"23746","10155","??????? ????????????? ???? ?????"
"23747","10156","Ish vaqtida faol ish tuzish"
"23748","10156","Hushmuomala va tez kirishuvchanlik"
"23749","10156","Ishga ma'sulyat bilan yondoshish"
"23750","10158","??????????? ??????????? ???????"
"23751","10158","?????larga ????????"
"23752","10160","???????? ????? ??????"
"23753","10160","????????????? ?????"
"23754","10160","??????-?????? ????????? ???????? ?????"
"23755","10162","Mehmonlarni qabul qilish"
"23756","10162","rezervatsiyalar bo'yicha ishlash"
"23757","10162","xizmat sifatini ta'minlash"
"23758","10163","Ish haqida ma'lumotlarni omon qilish."
"23759","10163","Ovqatlantirish ishlarini bajarish."
"23760","10163","Ishlab chiqarish cehiga ega bo'lish."
"23761","10164","Kiyim sotish"
"23762","10164","Sklad yo'riqchi"
"23763","10164","Fotograflik"
"23764","10165","Raqamlarni boshqarish"
"23765","10165","Xodimlar bilan ishlash"
"23766","10165","Ma'lumotlarni tuzish"
"23767","10166","?????????? ?????? ????????"
"23768","10166","?????? ???? ?????????"
"23769","10167","?????? ???????? ?????? ??????"
"23770","10167","???? ?????????? ??????????? ???????"
"23771","10167","???????? ?? ????-???????? ???????? ?????? ??????"
"23772","10168","3 mahal issiq ovqat ishxona hisobidan"
"23773","10168","Ish vaqtini ham kelishsa buladi"
"23774","10168","40ga yaqin ahil jamoa bilan ishlash imkoniyati"
"23775","10168","Yotib ishlaydiganlar uchun yotoqhona ham mavjud"
"23776","10168","QoÆshimcha bonuslarga ega boÆlish imkoniyati"
"23777","10168","4 mavsumda ham doimiy ish"
"23778","10169","Ish vaqti: 8:00 dan 20:00 gacha"
"23779","10169","3mahal issiq ovqat ishxona hisobidan??"
"23780","10169","Yotib ishlaydiganlar uchun yotoqhona ham mavjud"
"23781","10171","Uzbek / rus tilini bilish"
"23782","10171","Ish tajribasiga ega bolish"
"23783","10172","Gilam yuvish ishini bajarish."
"23784","10173","???????? ???????? ???????"
"23785","10173","???????? ???? ????????"
"23786","10173","??????? ?? ?????? ??????????? ??????? ?????? ????????"
"23787","10174","???? ????? ???????-?????????? ???????? ?????? ??????"
"23788","10174","?? ??????? ?????? ??????????? ???????"
"23789","10175","Maxsulotlar haqida ma'lumot berish"
"23790","10175","Sotuv ko'rish odamlar bilan ish birikinishi"
"23791","10175","Sotish-mijozlarga xizmat ko'rsatish"
"23792","10176","3 maxal issiq ovqat tayyorlash"
"23793","10176","Yotoqxona ozimizani xisobdan hamma sharoitlar bor"
"23794","10177","To'y liboslari ishlab chiqarish"
"23795","10179","Tartib qoidalarga rioya qilish"
"23796","10179","Doimiy rivojlanish va o'sish ishtiyoqi"
"23797","10180","Savdo operatsiyalarini amalga oshirish"
"23798","10180","Klientlar bilan xizmat ko'rsatish"
"23799","10181","?????? ????????? ?????????? ?????? ????????"
"23800","10181","??????? ???? ????????? ??????? ?? ???????"
"23801","10181","?? ??????? ???? ?????????????"
"23802","10182","Ish kuni: 6/1"
"23803","10182","Ish vaqti: 08:00 - 20:00"
"23804","10183","Ish kunlari, soatlar va yoki uzluksiz takliflar haqida ma'lumot berish"
"23805","10184","??????? ???????"
"23806","10184","?? ??????? ???? ?????"
"23807","10184","????? ????"
"23808","10185","??????? ????????"
"23809","10187","??????? ???????????? ?????? ?????? ????????"
"23810","10187","??????? ??????????? ????? ?? ???????"
"23811","10188","??????????? ????? ???????"
"23812","10188","?????? ?? ????? ????? ????????"
"23813","10188","????? ?????"
"23814","10188","???????? ??????"
"23815","10189","???????? ????? ???????? ?shni bajarish"
"23816","10190","Ish bilan tanishish"
"23817","10190","Sim setka ishlab chiqarishida ishtirok etish"
"23818","10191","To'lovni qabul qilish"
"23819","10191","Mijozlarga buyurtmalarni etkazish"
"23820","10192","Call centerda ishlash"
"23821","10193","??? ??? ??????"
"23822","10193","????????????? ??????? ?????"
"23823","10194","Reklam matnni tuzish"
"23824","10194","Sotsial tarmoqda matnlar yaratish"
"23825","10194","Matn yozish"
"23826","10197","Ko'ylaklarga bezak berish"
"23827","10197","Ish vaqtida dasturni amalga oshirish"
"23828","10198","Territoriyani obxod qilish"
"23829","10198","Ish vaqti: 6/1, 10:00 dan 19:00 gacha"
"23830","10199","Qarzdorlikni undirish bo'limi boshligi"
"23831","10199","Qarzdorlikni undirish bo'limi sud-ijro ishlari b??icha mutaxassis"
"23832","10199","Qarzdorlikni undirish bo'limi etakchi mutaxassis"
"23833","10199","Qarzdorlikni undirish bo'limi bosh mutaxassis"
"23834","10199","Qarzdorlikni undirish bo'limi operatori"
"23835","10200","Mazali ovqat pishirish"
"23836","10200","Chaqqon va mas'ulyatli ozoda bo'lish"
"23837","10201","Ensuring the technical feasibility of UI/UX designs"
"23838","10201","Developing user-facing features"
"23839","10202","Collaborate with back-end developers and designers"
"23840","10202","Develop user-friendly web pages"
"23841","10203","Prepare tax returns"
"23842","10203","Prepare financial statements"
"23843","10203","Maintain financial records"
"23844","10204","Hushmuomilali"
"23845","10204","18 dan kottalar ayol kishi"
"23846","10205","Toæliq huquqiy qoællab-quvvatlash va yordam"
"23847","10206","Ish vaqti: 08:00-20:00 gacha"
"23848","10207","????????? ????? ?????"
"23849","10207","???????? ?????? ?????"
"23850","10207","??????????? ?????"
"23851","10208","Ilmga chanqoq bo'lish"
"23852","10208","Ishini mas'uliyat bilan bajarish"
"23853","10208","Hayotini o'zgartirishni istash"
"23854","10209","Implement clean and maintainable code"
"23855","10209","Collaborate with design and product teams to create a seamless user experience"
"23856","10209","Develop cross-platform mobile applications using Flutter"
"23857","10210","???????? ??????????? ???? ?????????? ????????? ??????? ?????? ????????"
"23858","10210","????????? ??p????? ?????? ????? ??????????? ???????"
"23859","10212","Buyurtmalarni qabul qilish va ushlab turish"
"23860","10212","Hamma savollarga javob berish"
"23861","10212","Mijozlar bilan telefon orqali muloqotlar o'tkazish"
"23862","10213","Kirishimli bo'lish"
"23863","10213","Mas'uliyatli bo'lish"
"23864","10213","Xushmuomala bo'lish"
"23865","10213","Sotuvchi maÆslahatchilarni qidirish"
"23866","10215","Implement software updates"
"23867","10215","Manage company's IT infrastructure"
"23868","10215","Troubleshoot technical issues"
"23869","10216","????? ?????? ????? ?? ??????? ??????? ????"
"23870","10216","?????????? ?? ????????? ?????"
"23871","10216","????? ??????? ???? ???????"
"23872","10216","??????? ??????? ?? ?????? ??? ?????"
"23873","10217","Telefon, Telegram, va internet bilan ishlash"
"23874","10217","Harakat va xohish"
"23875","10217","Daromad olish"
"23876","10218","Telefonda ish bajarish"
"23877","10218","Mijozlar bilan xizmat qilish"
"23878","10219","???????? ????????????"
"23879","10220","O'quvchilarga yordam berish"
"23880","10220","Mentorlik amaliyotlarini o'tkazish"
"23881","10221","?????? ?????? ???????"
"23882","10221","?? ???????? ?? ?????? ?? qilish"
"23883","10221","??????? ??????"
"23884","10222","???????"
"23885","10222","?????????"
"23886","10222","???????"
"23887","10222","???????? ?, ?"
"23888","10222","???????????"
"23889","10222","?????????"
"23890","10222","????????"
"23891","10223","Chaqqon chiroyli xushmuomilali ish"
"23892","10224","Mahsulotlarni sotish"
"23893","10224","Mijozlarga konsultatsiya bermoq"
"23894","10224","Buyumlarni do'konida to'g'ri joylash"
"23895","10225","Mijozlar bazasini kengaytirish"
"23896","10225","Sotuv hajmini oshirish"
"23897","10225","Mijozlarga konsultatsiya berish, mahsulotni reklama qilish va sotish"
"23898","10225","O'zbek va rus tillarida erkin muloqot qilish (Supervayzer uchun shart bo'lgan talab)"
"23899","10226","Utilize CRM system effectively"
"23900","10226","Manage sales process"
"23901","10227","Yetkazib berish"
"23902","10227","Ishga jiddiy yondashish"
"23903","10227","Ishchilarni shahar boÆylab olib yurish"
"23904","10227","Ruscha va o'zbekcha gaplasha olish"
"23905","10227","Mashinasi boÆlishi kerak (gazda)"
"23906","10227","Chiroyli muomala"
"23907","10228","tozalikka rioya qilish"
"23908","10228","3 mahal ovqat qilish"
"23909","10229","????????? ???????????? ???????"
"23910","10229","???????? (??) ???????????? ???????"
"23911","10229","???? ??? ?????????? ???????????? ???????"
"23912","10229","???????? ???????????? ???????"
"23913","10229","???????????????? ???????????? ???????"
"23914","10229","????????? ???????????? ???????"
"23915","10229","??????? ??????? (????????) ???????????? ???????"
"23916","10231","??? ???? ?????"
"23917","10231","???????????? ????? ????? ?????"
"23918","10232","Full-time ishlay olishi"
"23919","10232","Ofisdan turib ishlay olishi"
"23920","10232","18-30 yosh oraligÆida boÆlishi"
"23921","10232","Xushmuomala va kirishuvchan boÆlishi"
"23922","10232","Ish tajribasi bo'lshi"
"23923","10232","MasÆuliyatli va tiriqshqoq boÆlishi"
"23924","10232","OÆzbek tilida ravon gapirishi"
"23925","10233","Qizlar"
"23926","10233","Uy bekalar"
"23927","10233","Talabalari"
"23928","10233","Maktab o'quvchilari"
"23929","10233","Yigitlar"
"23930","10233","Qo'shimcha ish izlayotganlar ham ishlar bolidi"
"23931","10234","Yuklarni yuklash va etkazib berish"
"23932","10235","Mexribon bolalarni yaxwi kurish"
"23933","10237","Do'konda ishlash"
"23934","10237","Mijozlarga xizmat ko'rsatish"
"23935","10238","Mijozlar bazasini kengaytirish"
"23936","10238","Mijozlarga konsultatsiya berish, mahsulotni reklama qilish va sotish"
"23937","10238","Sotuv hajmini oshirish"
"23938","10239","Mexnat daftarchasi yopish"
"23939","10239","Kunlik faoliyatni amalga oshirish"
"23940","10239","Jamoa bilan ishlash"
"23941","10240","Payvandchi"
"23942","10240","Bo'yog'chi"
"23943","10240","Ishchi"
"23944","10240","Eguvchi"
"23945","10241","ToÆy liboslari ishlab chiqarish"
"23946","10242","Dizayn vazifalarini o'z vaqtingizda, deadline asosida bajarish."
"23947","10243","Mijozlar bilan peregovorlar olib borish"
"23948","10243","Sotuvni amalga oshirish"
"23949","10243","B2B va B2G yoÆnalishida ishlash"
"23950","10243","Dress kodga amal qilish"
"23951","10244","To'y liboslari ishlab chiqarish"
"23952","10244","Dona bay berish"
"23953","10244","Avval ishlagan b≥lishi shart emas"
"23954","10245","?????? ?????"
"23955","10245","??????? ?????? ?????"
"23956","10245","????????? ????? ?????"
"23957","10246","Yigitlar"
"23958","10246","Qizlar"
"23959","10246","Maktab o'quvchilari"
"23960","10246","Uy bekalarini"
"23961","10246","Talabalar"
"23962","10247","???? ?????"
"23963","10247","????? ???????"
"23964","10248","Specific responsibilities based on the job position."
"23965","10249","Mijozlarga konsultatsiya berish, mahsulotni reklama qilish va sotish"
"23966","10249","O'zbek va rus tillarida erkin muloqot qilish"
"23967","10249","Sotuv hajmini oshirish"
"23968","10249","Mijozlar bazasini kengaytirish"
"23969","10250","Dukonlarga kirib Firma maxsulotini taklif qilib buyurtmalarni qabul qilish"
"23970","10250","Shaxsiy moshinasi bulishi"
"23971","10250","Xuchmuomala bulish uziga berilgan planlarni bajarish"
"23972","10251","?? ??????? ????? ????? ??????"
"23973","10251","?????????? ???????? ????? ????? ?? ??????????? ????? ????????"
"23974","10252","Ish vaqt soatlari 8-10 soatdan"
"23975","10252","Ish tartibi 6 kun"
"23976","10253","2 ?? ??????? ?????"
"23977","10253","????? ???????? ???????"
"23978","10254","????????????? ?????"
"23979","10254","????????? ?????? ?????????????? ??????????"
"23980","10254","?????????? ?????? ????????"
"23981","10255","Mehnatni bajarish"
"23982","10255","Xodimlik joylarini tozalash"
"23983","10256","Telefonda gaplashishga uyalchang, tortinchoq bo'lmaslik"
"23984","10256","Ishga kelib 10:00-19:00 orasida ishlay olish"
"23985","10257","???? ?? ????? ???????????? ?????"
"23986","10257","??????????? ????? ?????"
"23987","10257","???????? ????????? ????? ?????"
"23988","10259","Kamida 6 oy tajribasi bulsin."
"23989","10259","Rus uzb tilini biladigan."
"23990","10259","Kiz yeki ugil bola, farki yuk."
"23991","10260","??? ???? ????"
"23992","10260","???? ???? ??????????"
"23993","10260","????? ????????? ?????"
"23994","10261","Providing quality service to clients"
"23995","10261","Maintaining knowledge of real estate market trends"
"23996","10261","Assisting clients in renting and selling properties"
"23997","10262","Mijozlarga qulay faoliyat ko'rsatish"
"23998","10262","Qoællab-quvvatlash va muammo yechish"
"23999","10262","MaÆlumotlar bazasiga ma'lumot kiritish"
"24000","10263","Xarakatchanlik"
"24001","10263","Bolalar bilan yaxshi chiqishib ketish"
