"id","is_job_vacancy","message_id","job_name","company_name","job_type","job_salary","job_descriptions","input_language","job_date","is_active","is_verified","created_at","updated_at"
"11736","1","8666","Sotuv O'gir Bollar va Voditellar","Leader Avto City","Full-Time","3.500.000 mlndan 5.000.000 mlnga oylik","Avto bozorga qo'ng'irog'i qabul qilish, mashinasini bosish.","uz","2024-10-15 19:44:15","1","0","2024-10-15 19:44:15","2024-10-15 19:44:15"
"11737","1","8667","Sales Representative","MUSLIMA OPA SINGILLAR","Full-Time","3.000.000so'm - 7.000.000so'm","Sales representatives are responsible for selling a company's products or services to customers.","uz","2024-10-15 19:46:49","1","0","2024-10-15 19:46:49","2024-10-15 19:46:49"
"11738","1","8670","????? ????? ????????? ??? ????","?/? (?? ???????)","Full-Time","800,000 ???","??????? ????? ????? ????? ???? ???????? ??????","uz","2024-10-15 19:52:01","1","0","2024-10-15 19:52:01","2024-10-15 19:52:01"
"11739","1","8671","Teacher","PLATON SCHOOL","Full-Time","Salary not specified","Teaching students at PLATON SCHOOL","uz","2024-10-15 19:52:53","1","0","2024-10-15 19:52:53","2024-10-15 19:52:53"
"11740","1","8672","Ish tur-Mijozlar bilan ish olgan insonlar bilan ishlash va shuday","Majzozi bilan ishlash uchun olma borishi","Full-Time","Ishlashga qarab","Ish kamlari un-chikki uchun","uz","2024-10-15 19:54:56","1","0","2024-10-15 19:54:56","2024-10-15 19:54:56"
"11741","1","8673","Various Positions","Confidential","Full-Time","$2,700 - $4,700 per month","Various job positions available in different fields.","uz","2024-10-15 19:57:03","1","0","2024-10-15 19:57:03","2024-10-15 19:57:03"
"11742","1","8674","Material Cutter Job Opportunity","Kumir Factory","Full-Time","66,000 RUB - 140,000 RUB monthly","Packaging materials according to volume.","uz","2024-10-15 19:59:04","1","0","2024-10-15 19:59:04","2024-10-15 19:59:04"
"11743","1","8675","Sotuvchili maslahatchi, Shartnoma Menejeri","Maishiy texnika va elektronika do'konlar tarmog'i","Full-Time","Belgilangan maosh + bonus 10 000 000 so'mgacha","Sotuvchili maslahatchi va Shartnoma Menejeri uchun ish o'rinlari","uz","2024-10-15 19:59:07","1","0","2024-10-15 19:59:07","2024-10-15 19:59:07"
"11744","1","8676","Call Center Sotuv Operator","Not specified","Full-Time","3.500.000 dan 10.000.000","Ishga taklif qilamiz Call Center sotuv operatorlik lavozimiga (BAD maxsulotlari sotiladi)","uz","2024-10-15 20:01:11","1","0","2024-10-15 20:01:11","2024-10-15 20:01:11"
"11745","1","8678","Ozon Skladga","Not provided","Full-Time","96,000 rubles monthly","Warehouse worker","uz","2024-10-15 20:02:15","1","0","2024-10-15 20:02:15","2024-10-15 20:02:15"
"11746","1","8679","????? ???????? ??????? ????? ?? ???????? ??? ?? ?????????? ???? ??????","?????","Full-Time","???? ???????? ????????","????? ???????? ??????? ????? ?? ???????? ??? ?? ?????????? ???? ?????? ???????","uz","2024-10-15 20:23:58","1","0","2024-10-15 20:23:58","2024-10-15 20:23:58"
"11747","1","8680","??? ??????????","Not specified","Full-Time","???????","??? ?????????? ??????","uz","2024-10-15 20:32:15","1","0","2024-10-15 20:32:15","2024-10-15 20:32:15"
"11748","1","8682","Shashliy Pishiruvchi","Ibin Sino Kafe Quvvat","Full-Time","200,000 Kunlik","Shashlik pishirish bo'yicha vazifa.","uz","2024-10-15 21:01:16","1","0","2024-10-15 21:01:16","2024-10-15 21:01:16"
"11749","1","8683","Kuryer","Yandex.Eda","Full-Time","5.000.000 - 15.000.000 c???","Kuryerlar kerak. Biz kompaniyamizga ishga taklif qilamiz.","uz","2024-10-15 21:01:16","1","0","2024-10-15 21:01:16","2024-10-15 21:01:16"
"11750","1","8681","Gilam pilesoslash","Sam WASH gilam yuvish korxonasi","Full-Time","3.500.000 s⌡m - 4.000.000 s⌡m","Gilam pilesoslash va yuvish","uz","2024-10-15 21:01:17","1","0","2024-10-15 21:01:17","2024-10-15 21:01:17"
"11751","1","8684","Sotuv Menejeri","Buyuk Zamon","Full-Time","10 mln - 25 mln","Sotuv menejeri lavozimi uchun talabgorlarni qidiryapmiz","uz","2024-10-15 21:21:14","1","0","2024-10-15 21:21:14","2024-10-15 21:21:14"
"11752","1","8685","???? ???????? ?????","?????? ???","Full-Time","3.000.000","????? ??????? ?????","uz","2024-10-15 21:31:48","1","0","2024-10-15 21:31:48","2024-10-15 21:31:48"
"11753","0","8690","","","","","","uz","2024-10-15 22:17:52","1","0","2024-10-15 22:17:52","2024-10-15 22:17:52"
"11754","1","8691","Electrical Project Specialist","Rivojlanayotgan Kompaniya","Full-Time","3.000.000-8.000.000","Opportunity for electrical project specialists to join our developing company.","uz","2024-10-15 22:24:42","1","0","2024-10-15 22:24:42","2024-10-15 22:24:42"
"11755","1","8692","Various Positions","Unnamed","Full-Time","To be discussed","Multiple job vacancies are available on our channel daily.","uz","2024-10-16 00:00:12","1","0","2024-10-16 00:00:12","2024-10-16 00:00:12"
"11756","1","8694","Various Positions","?? ??? ????????? (Job Opportunities in Andijon)","Full-Time","Salary information not provided","Various job opportunities available, subscribe to the channel for updates.","uz","2024-10-16 04:02:16","1","0","2024-10-16 04:02:16","2024-10-16 04:02:16"
"11757","1","8695","????? ?? ????????????? ???? ?? ????","???? '?????'","Full-Time","??????????","????????????? ???? ?? ????","uz","2024-10-16 07:03:15","1","0","2024-10-16 07:03:15","2024-10-16 07:03:15"
"11758","1","8698","O'g'il va qizlarni Aile restoraniga ishga taklif","Aile Restorani","Full-Time","Oylik maoshi va ish vaqti kelishilgan holda","Ofitsiantlik, Ranerlik, Pasudamoykaga, Adminstratorlikga, Danarchilikga","uz","2024-10-16 07:36:01","1","0","2024-10-16 07:36:01","2024-10-16 07:36:01"
"11759","1","8699","????????? ???????? ????? ?????????","Not specified","Full-Time","2.000.000 + ???????? 4% ??? 3.000.000 ???","????????? ???????? ????? ?????????","uz","2024-10-16 07:49:28","1","0","2024-10-16 07:49:28","2024-10-16 07:49:28"
"11760","1","8700","KASSIR - SOTUVCHI","MARVARID Qurilish maxsulotlari Kompaniyasi","Full-Time","2.500.000 dan boshlanadi","KASSIR - SOTUVCHI position at MARVARID Qurilish maxsulotlari Kompaniyasi in Fargona.","uz","2024-10-16 07:56:34","1","0","2024-10-16 07:56:34","2024-10-16 07:56:34"
"11761","1","8701","Courier","Uzum Tezkor","Part-Time","Up to 10,000,000 UZS monthly","Deliver packages using car, bicycle, or on foot. Work 4-8 hours per day.","uz","2024-10-16 08:00:27","1","0","2024-10-16 08:00:27","2024-10-16 08:00:27"
"11762","1","8702","??????? ????? ??????? ???? ?????????","Not specified","Full-Time","3.000.000 - 4.000.000","?????? ??, ???????? ?? ????? ??????? ????? ????????.","kz","2024-10-16 08:01:30","1","0","2024-10-16 08:01:30","2024-10-16 08:01:30"
"11763","1","8703","????? ???????????? ??","????? ????????","Full-Time","3.000.000-6.000.000 OYLIK","?? ??????? ???????, ????????? ?? ???? ???????????","uz","2024-10-16 08:01:32","1","0","2024-10-16 08:01:32","2024-10-16 08:01:32"
"11764","1","8704","Various Positions at Garant Savdo Markazi","Garant Savdo Markazi","Full-Time","1.600.000 dan 5.000.000 gacha","Various positions available at Garant Savdo Markazi in Xorazm region.","uz","2024-10-16 08:02:34","1","0","2024-10-16 08:02:34","2024-10-16 08:02:34"
"11765","1","8705","Operator/????????, Waiter/????????","Sushi House","Full-Time","????? ????? ???????? ????????","???????? ???????????? ????? ?? ???????? ???? ?????? ???????. ???????? ??? ???? ?????? ????. ?????? ??????? ???????. ????? ???????????? ?????m??. ??? 17 ????? 23 ??????. ?? ????? 11:00 ??? 23:00 ????.","uz","2024-10-16 08:07:55","1","0","2024-10-16 08:07:55","2024-10-16 08:07:55"
"11766","1","8707","???????? ????? ??????? ??????????? ???????? ???? ??","My Paket","Full-Time","???? ?? ???????? ???????","???????? ????? ??????? ??????????? ?????????? ???? ?????? ???????","uz","2024-10-16 08:08:53","1","0","2024-10-16 08:08:53","2024-10-16 08:08:53"
"11767","1","8708","Barnidan sovrinlar vaqti!","N/A","Temporary","N/A","Participate in the event and have the chance to win valuable prizes.","uz","2024-10-16 08:13:32","1","0","2024-10-16 08:13:32","2024-10-16 08:13:32"
"11768","1","8709","Sotuv menejeri","Ginaflora","Full-Time","2,500,000 - 4,000,000 soÆm","Sotuv menejerligi","uz","2024-10-16 08:20:53","1","0","2024-10-16 08:20:53","2024-10-16 08:20:53"
"11769","1","8710","Supervisor at Smile Tea Lux OOO","Smile Tea Lux OOO","Full-Time","7.000.000-10.200.000 UZS","Supervisor role at Smile Tea Lux OOO company","uz","2024-10-16 08:29:02","1","0","2024-10-16 08:29:02","2024-10-16 08:29:02"
"11770","1","8711","????????????","???? ???????????","Full-Time","3500 ??????? ???????","?? ????????? ????? ?????????","uz","2024-10-16 08:29:03","1","0","2024-10-16 08:29:03","2024-10-16 08:29:03"
"11771","1","8713","Agentlikka Savdo Vakansiya","ALEV HIJYEN GIDA TARIM TICARET LIMITED SIRKETI","Full-Time","5.000.000 - 10.000.000 UZS","Agentlikka Savdo Vakansiya","uz","2024-10-16 08:31:08","1","0","2024-10-16 08:31:08","2024-10-16 08:31:08"
"11772","1","8712","Legal Assistant","Confidential (not mentioned in the post)","Full-Time","Up to 5200 USD","Legal assistance in reputable companies","uz","2024-10-16 08:31:09","1","0","2024-10-16 08:31:09","2024-10-16 08:31:09"
"11773","1","8716","?? ????????","ô???????? ?????????ö","Full-Time","3.000.000 ??????","??????? ???????????? ???????, ?????? ????????? ?? ????? ?? ???????? ??????.","uz","2024-10-16 08:40:30","1","0","2024-10-16 08:40:30","2024-10-16 08:40:30"
"11774","1","8717","Sotuvchi Yigitlar","Sharapova Matluba","Full-Time","kelishuv","??? ???????? ??????????? ?????","uz","2024-10-16 08:42:48","1","0","2024-10-16 08:42:48","2024-10-16 08:42:48"
"11775","1","8718","Ozon Skladga Worker","Ozon Skladga","Full-Time","96,000 rubles monthly","Worker at the warehouse","uz","2024-10-16 08:43:14","1","0","2024-10-16 08:43:14","2024-10-16 08:43:14"
"11776","1","8719","Sotuv boÆlimiga ishlagan oÆgil bollari va Voditellarni","Leader Avto City","Full-Time","3.500.000 mlndan 5.000.000 mlnga","Sotuv boÆlimida ishlash va mashinasida nexia 3 dan past mashina borlarini sotib olish","uz","2024-10-16 08:43:39","1","0","2024-10-16 08:43:39","2024-10-16 08:43:39"
"11777","1","8720","Electrical Project Specialist","Rivojlanayotgan Kompaniya","Full-Time","3.000.000-8.000.000 UZS","Responsible for electrical project design and drafting","uz","2024-10-16 08:44:30","1","0","2024-10-16 08:44:30","2024-10-16 08:44:30"
"11778","1","8721","??????????????","Not specified","Full-Time","50 000 ?????? 100 000 ????????","?? ??????????? ????? ???????????.","uz","2024-10-16 08:55:26","1","0","2024-10-16 08:55:26","2024-10-16 08:55:26"
"11779","1","8723","Operator","Shinam offic","Full-Time","5.000.000-20.000.000","Operator position available at Shinam offic in Toshkent.","uz","2024-10-16 08:58:33","1","0","2024-10-16 08:58:33","2024-10-16 08:58:33"
"11780","1","8725","Mdf eshik va mebel sexiga malakali ustalar","Not specified","Full-Time","1.000.000dan 10mln","Ustalarni ishga taklif qolamiz","uz","2024-10-16 08:58:34","1","0","2024-10-16 08:58:34","2024-10-16 08:58:34"
"11781","1","8722","Menedjer po prodazham","BAD (Biolagik Faol Qoshimcha)","Full-Time","3,800,000ù19,800,000 UZS","Manager for sales position at BAD (Biolagik Faol Qoshimcha)","uz","2024-10-16 08:58:34","1","0","2024-10-16 08:58:34","2024-10-16 08:58:34"
"11782","1","8724","Call Center Sotuv Operatori","BozorimHR","Full-Time","3.000.000 dan 10.000.000 gacha","Call Center sotuv operatorlik lavozimiga taklif qilinadi","uz","2024-10-16 08:58:36","1","0","2024-10-16 08:58:36","2024-10-16 08:58:36"
"11783","1","8726","ToÆy liboslari ishlab chiqarish Fabrikasining boÆsh ish oÆrinlariga","ToÆy liboslari ishlab chiqarish Fabrikasi","Full-Time","2.000.000 dan 6.000.000gacha","Kelishilgan qismlarni yasash va yopish","uz","2024-10-16 08:58:37","1","0","2024-10-16 08:58:37","2024-10-16 08:58:37"
"11784","1","8727","Operator","??????? ????????","Full-Time","4??? + ?????","?????? ??????? ????????????? ???? ????? ?????.","uz","2024-10-16 09:00:38","1","0","2024-10-16 09:00:38","2024-10-16 09:00:38"
"11785","1","8729","Regional Manager / Supervisor","TAUEKEL BZ TRADE","Full-Time","5.000.000 - 15.000.000 UZS","Join TAUEKEL BZ TRADE as a Regional Manager or Supervisor. Knowledge of Uzbek and Russian languages is mandatory.","uz","2024-10-16 09:01:08","1","0","2024-10-16 09:01:08","2024-10-16 09:01:08"
"11786","1","8728","Various Positions at GARANT SAVDO MARKAZI","GARANT SAVDO MARKAZI","Full-Time","2.200.000dan 5.000.000gacha","Various positions available at GARANT SAVDO MARKAZI in Chirchiq, Toshkent viloyati.","uz","2024-10-16 09:01:09","1","0","2024-10-16 09:01:09","2024-10-16 09:01:09"
"11787","1","8730","Operator","Shinam offic","Full-Time","5.000.000-20.000.000","Answering calls at the call center, fluent in Uzbek language, responsible for duties and tasks, must reside in Tashkent.","uz","2024-10-16 09:01:37","1","0","2024-10-16 09:01:37","2024-10-16 09:01:37"
"11788","1","8731","????? ?????????, ????????","SEOUL MUN","Full-Time","3.000.000 - 15.000.000","????? ??????????? ?? ???????????","uz","2024-10-16 09:01:38","1","0","2024-10-16 09:01:38","2024-10-16 09:01:38"
"11789","1","8734","Uyga Hizmatchi","","Full-Time","3.000.000 UZS","Uy iwlari supur sidir ow ovqat qiladi","uz","2024-10-16 09:02:06","1","0","2024-10-16 09:02:06","2024-10-16 09:02:06"
"11790","1","8733","Uyga Hizmatchi","Not specified","Full-Time","3.000.000 UZS","Supur sidir ow ovqat qiladi","uz","2024-10-16 09:02:07","1","0","2024-10-16 09:02:07","2024-10-16 09:02:07"
"11791","1","8732","???????? ??????","?/?","Full-Time","2 6000 000 - 4 000 0000 ???","???? ????? ????????","uz","2024-10-16 09:02:07","1","0","2024-10-16 09:02:07","2024-10-16 09:02:07"
"11792","1","8735","Marketolog","Bastune hongqi jetour avtosaloni","Full-Time","500$+","Marketolog Lavozimiga ishga taklif qilamiz. Kompaniya Bastune hongqi jetour avtosaloni.","uz","2024-10-16 09:02:23","1","0","2024-10-16 09:02:23","2024-10-16 09:02:23"
"11793","1","8737","??? ??? 330 ??","?? ???????","Part-Time","2500 ???? ???","??????? ??? ??? ? ?????????? ?????????.","ru","2024-10-16 09:04:45","1","0","2024-10-16 09:04:45","2024-10-16 09:04:45"
"11794","1","8738","Xalqaro kosmetologiya klinikasi farroshi","Farrosh","Full-Time","o'z vaqtida ish haqi","Xalqaro kosmetologiya klinikasiga farroshlik vazifalari","uz","2024-10-16 09:20:55","1","0","2024-10-16 09:20:55","2024-10-16 09:20:55"
"11795","1","8739","???????? ????","Unknown","Full-Time","4.000.000 ?????","20 ????????? ?????? ???? ???? ???? ????? ????????. ?????? ?????? ????!! 3-????? ?????, ????? ??? ???.","uz","2024-10-16 09:24:57","1","0","2024-10-16 09:24:57","2024-10-16 09:24:57"
"11796","1","8742","Room Attendant","Mexmonxonaga","Full-Time","2,500,000 - 3,000,000 UZS","Cleaning and tidying up rooms in Mexmonxonaga","uz","2024-10-16 09:31:14","1","0","2024-10-16 09:31:14","2024-10-16 09:31:14"
"11797","1","8740","Kuryer","Yandex eats","Full-Time","piyoda kunlik ≥rtacha 150.000, velo 250.000 va avto 400.000 so'm","Kuryerlar kerak. Piyoda, velo hamda avto.","uz","2024-10-16 09:31:15","1","0","2024-10-16 09:31:15","2024-10-16 09:31:15"
"11798","1","8743","Shaxsiy yordamchi erkak xodim","","Full-Time","4.000.000 - 5.000.000","Shaxsiy yordamchi erkak xodim uchun ish","uz","2024-10-16 09:31:16","1","0","2024-10-16 09:31:16","2024-10-16 09:31:16"
"11799","1","8741","???????? ????????? ?????? ??????","??????","Full-Time","?????? ??????? ?????????","????? ????????? ???????? ???? ?????????? ?? ?????-????????? ???????? ????????. ????? ??????????? ??????? ????????, ?????? ????????????? ??? ?????????? ??????????? ?????-??????? ????? ???????? ??????????? ?????? ???? ???????? ????.","uz","2024-10-16 09:31:17","1","0","2024-10-16 09:31:17","2024-10-16 09:31:17"
"11800","1","8744","????????? ????? ????? ??????????","Not specified","Full-Time","2.500 - 3.500 ???? ???? ????????","?? ??????? ????? ???? ???? ?????? ?????? ??????, ?? ??????? ????? ???? ???? ?????? ?????? ??????, ???????? ????????","ru","2024-10-16 09:32:46","1","0","2024-10-16 09:32:46","2024-10-16 09:32:46"
"11801","1","8745","SOTUVCHI ayol-qizlar","OQ UY filiali","Full-Time","120.000-150.000 so'm","Bolalar kiyim do'konida sotuvchi ayol-qizlar bo'lishi","uz","2024-10-16 09:40:29","1","0","2024-10-16 09:40:29","2024-10-16 09:40:29"
"11802","1","8746","Pagruschik","Ventum zavodi","Full-Time","120,000 som monthly","Working as a Pagruschik at Ventum zavodi.","uz","2024-10-16 09:44:36","1","0","2024-10-16 09:44:36","2024-10-16 09:44:36"
"11803","1","8747","Delish va Dilkash Restorani","Delish va Dilkash Restorani","Full-Time","Maa? suhbat davomida","Restoran hodimlarining o'z vazifalarini bajarish.","uz","2024-10-16 09:49:48","1","0","2024-10-16 09:49:48","2024-10-16 09:49:48"
"11804","1","8748","Sales Associate","Confidential","Full-Time","3,000,000 - 6,000,000 UZS per month","Selling children's products and accessories","uz","2024-10-16 09:49:48","1","0","2024-10-16 09:49:48","2024-10-16 09:49:48"
"11805","1","8755","Medical gown and bedsheet production worker","Not specified","Full-Time","2,000,000 - 5,000,000 UZS","Medical gown and bedsheet production worker needed for experienced sewing, stitching, and packaging in the workshop. Good teamwork and a stable work environment. Meals and accommodation provided.","uz","2024-10-16 09:49:48","1","0","2024-10-16 09:49:48","2024-10-16 09:49:48"
"11806","1","8750","?,??????? ?????? ??????? ???? ?????? ?,??????","???","Full-Time","3.000.000 ???","?? ?????? ??????????? ???????????","uz","2024-10-16 09:49:48","1","0","2024-10-16 09:49:48","2024-10-16 09:49:48"
"11807","1","8754","ICHIMLIK DO'KONIGA QIZLAR","ICY KOKO","Full-Time","3,500,000 - 4,000,000 UZS","Qizlarni chaqqon va odobli bo'lishi kerak.","uz","2024-10-16 09:49:48","1","0","2024-10-16 09:49:48","2024-10-16 09:49:48"
"11808","1","8749","Sotuvchili Maslahatchi, Shartnoma Menejeri","idea Maishiy texnika va elektronika do'konlar tarmog'i","Full-Time","10,000,000 so'mgacha","Ish joylari cheklangan filiallariga ishga taklif qiladi","uz","2024-10-16 09:49:48","1","0","2024-10-16 09:49:48","2024-10-16 09:49:48"
"11809","1","8752","Sotuv menejeri","Ginaflora","Full-Time","2,500,000 - 4,000,000 soÆm","Sotuv menejerligiga ishga taklif qilinadi.","uz","2024-10-16 09:49:49","1","0","2024-10-16 09:49:49","2024-10-16 09:49:49"
"11810","1","8751","Koæylakka yopishtiradigan toshlar ishchisi","N/A","Temporary","DOIMIY ISH VA OYLIK ╥Z VAQTIDA BERILADI","Ish tibbiy qimorxonada amalga oshiriladi.","uz","2024-10-16 09:49:49","1","0","2024-10-16 09:49:49","2024-10-16 09:49:49"
"11811","1","8757","Yandex Eats Courier","Yandex Eats","Part-Time","5.000.000 dan - 12.000.000 gacha","Delivering food orders from cafes and restaurants.","uz","2024-10-16 09:50:18","1","0","2024-10-16 09:50:18","2024-10-16 09:50:18"
"11812","1","8756","Sotuvchi-kassir/Universal xodim","Olmamarket","Full-Time","Not specified","Sotuv ishi va universal xizmatlarni bajarish","uz","2024-10-16 09:50:20","1","0","2024-10-16 09:50:20","2024-10-16 09:50:20"
"11813","1","8758","??????","CAKE LAB","Full-Time","3 000 000 ???","?????? - ??????   ??? - 30 ??? 40 ??????, ??????? . ??????? , ??????? , ??? ???. ?? ????? 07:00 ??? 17:00 ????, 6/1","uz","2024-10-16 09:50:48","1","0","2024-10-16 09:50:48","2024-10-16 09:50:48"
"11814","1","8767","ICHIMLIK DO'KONI QIZLAR UCHUN ISH","Taklif","Full-Time","3,500,000 - 4,000,000 UZS","Qizlarni chaqqon va odobli shaklga ega bo'lgan ichimlik do'koniga ishga olamiz.","uz","2024-10-16 09:54:27","1","0","2024-10-16 09:54:27","2024-10-16 09:54:27"
"11815","1","8761","Delish va Dilkash Restorani","Delish va Dilkash Restorani","Full-Time","Negotiable","Hodimlar kerak: Hostes, Administrator, Universal Oshpaz, Ofitsiant","uz","2024-10-16 09:54:27","1","0","2024-10-16 09:54:27","2024-10-16 09:54:27"
"11816","1","8771","Call Center Sotuv Operatori","Not specified","Full-Time","3.000.000 dan 10.000.000 gacha","Call Center sotuv operatorlarini taklif qilamiz.","uz","2024-10-16 09:54:27","1","0","2024-10-16 09:54:27","2024-10-16 09:54:27"
"11817","1","8762","Sotuvchili maslahatchi; Shartnoma Menejeri","Maishiy texnika va elektronika do'konlar tarmog'i","Full-Time","10.000.000 so'mgacha","Maishiy texnika va elektronika do'konlar tarmog'i filiallariga ish taklifi","uz","2024-10-16 09:54:27","1","0","2024-10-16 09:54:27","2024-10-16 09:54:27"
"11818","1","8770","Kuryer","Yandex eats","Part-Time","5.000.000 dan -12.000.000 gacha","Kafe restoranlardan ovqat yetkazib berish xizmati","uz","2024-10-16 09:54:28","1","0","2024-10-16 09:54:28","2024-10-16 09:54:28"
"11819","1","8765","Sotuv menejeri","Ginaflora","Full-Time","2,500,000 - 4,000,000 so'm","Sotuv menejerligi","uz","2024-10-16 09:54:28","1","0","2024-10-16 09:54:28","2024-10-16 09:54:28"
"11820","1","8763","?,??????? ?????? ??????? ???? ??????","???","Full-Time","3.000.000???","?,??????? ?????? ??????? ???? ?????? ???????. ????, ???,?? ????, ??? ????? ???????????? ????? ?????????.","uz","2024-10-16 09:54:28","1","0","2024-10-16 09:54:28","2024-10-16 09:54:28"
"11821","1","8769","Sotuvchi-kassir, Universal xodim","Yangi Olma do'konlari","Full-Time","Not specified","Sotuv va kassirlik, xizmat ko'rsatish","uz","2024-10-16 09:54:29","1","0","2024-10-16 09:54:29","2024-10-16 09:54:29"
"11822","1","8764","Koæylakka yopishtiradigan toshlar","Company not specified","Temporary","DOIMIY ISH VA OYLIK ╥Z VAQTIDA BERILADI","KoÆylak toshlari tsexiga 30 yoshgacha boælgan harakati chaqqon b≥lgan opa-singillarimizni ishga taklif qilamiz.","uz","2024-10-16 09:54:29","1","0","2024-10-16 09:54:29","2024-10-16 09:54:29"
"11823","1","8768","?????? ????? ?? ??????????? ????? ??????? ????","Not mentioned","Full-Time","2 000 000 - 5 000 000","?????? ????? ?? ??????????? ????? ??????? ?????? ???????, ??????? ?? ?????????? ?????.","uz","2024-10-16 09:54:30","1","0","2024-10-16 09:54:30","2024-10-16 09:54:30"
"11824","1","8760","Tuy liboslari ishlab chiqarish Fabrikasiga ishga qabul","Tuy liboslari ishlab chiqarish Fabrikasi","Full-Time","2.000.000 soÆm dan 6.000.000 soÆmgacha","Qiz va ayollar uchun kelin koæylakka yopishtiradigan toshlar ishiga taklif","uz","2024-10-16 09:54:30","1","0","2024-10-16 09:54:30","2024-10-16 09:54:30"
"11825","1","8772","Clothing Production Worker","Toæy Liboslari Ishlab Chiqarish Fabrikasi","Full-Time","2.000.000 - 6.000.000 so'm","Working in a clothing production factory.","uz","2024-10-16 09:54:58","1","0","2024-10-16 09:54:58","2024-10-16 09:54:58"
"11826","1","8773","???? GazProm Factory Jobs","???? GazProm","Full-Time","65.000 ??????? 100.000 ????????","Turbo insulation work at ???? GazProm Factory in Russia.","uz","2024-10-16 09:55:28","1","0","2024-10-16 09:55:28","2024-10-16 09:55:28"
"11827","1","8775","Oshxona moikaga ayol kishi","Not specified","Full-Time","75,000 UZS (daily)","Need a woman for household chores in a canteen.","uz","2024-10-16 09:58:35","1","0","2024-10-16 09:58:35","2024-10-16 09:58:35"
"11828","1","8776","Avto Moyka Agentlari","Unnamed","Full-Time","Kelishiladi","Avto moykaga ishga taklif qilinadi","uz","2024-10-16 09:58:36","1","0","2024-10-16 09:58:36","2024-10-16 09:58:36"
"11829","1","8774","Sotuv operatori","Unknown","Full-Time","4 600 000 - 14 000 000 UZS","Sotuv operatori lavozimi ayol-qizlar uchun.","uz","2024-10-16 09:58:37","1","0","2024-10-16 09:58:37","2024-10-16 09:58:37"
"11830","1","8777","Konditer, Konditer yordamchisi, Oddiy Ishchi, Farrash-tozalik hodimi","QANDOLAT FABRIKASI","Full-Time","Ish turiga qarab","Shirinlik va tortlar ishlab chiqaruchi","uz","2024-10-16 09:58:39","1","0","2024-10-16 09:58:39","2024-10-16 09:58:39"
"11831","1","8779","Yuk Tashish Uchun Yigit","Not specified","Full-Time","4.000.000 UZS","Yem doækoniga yuk tashish uchun baquvvat 50-60kg yuklarni koætara oladigan yigit kerak. Yotoq joy va ovqat bilan taminlaymiz","uz","2024-10-16 09:59:38","1","0","2024-10-16 09:59:38","2024-10-16 09:59:38"
"11832","1","8778","Ayol va Qizlar ishga qabul qilish","Tushlik korxona","Full-Time","3.000.000 dan 5.000.000 gacha","Ayol va qizlarni ishga qabul qilish","uz","2024-10-16 09:59:39","1","0","2024-10-16 09:59:39","2024-10-16 09:59:39"
"11833","1","8780","Malakali tikuvchi/Dazmolchi/Master","Yasin Collection pardalar saloni","Full-Time","3,000,000 UZS","Ish tajribasi 5 yil bo?lgan , ishiga ma?suliyatli , tozalikka rioya qiladigan , o?z vaqtida ishga keladigan.","uz","2024-10-16 09:59:41","1","0","2024-10-16 09:59:41","2024-10-16 09:59:41"
"11834","1","8781","Computer Graphic Designer","Not specified","Full-Time","To be discussed","Working in Photoshop, offering jobs to young men and boys who can work","uz","2024-10-16 10:00:40","1","0","2024-10-16 10:00:40","2024-10-16 10:00:40"
"11835","1","8782","Sotuv Menejeri","SHARK SALES","Full-Time","3,000,000 - 10,000,000","Developing the sales department","uz","2024-10-16 10:00:41","1","0","2024-10-16 10:00:41","2024-10-16 10:00:41"
"11836","1","8785","Operator","Kotta Call Centrlaridan","Full-Time","4.000.000 - 15.000.000 soÆm","Operatorlar xizmat ko'rsatish","uz","2024-10-16 10:01:09","1","0","2024-10-16 10:01:09","2024-10-16 10:01:09"
"11837","1","8786","??????? ????? ???? ???????","Not specified","Full-Time","200.000dan 400.000gacha","Sotish va yuritish bilan shug'ullanadi","uz","2024-10-16 10:01:10","1","0","2024-10-16 10:01:10","2024-10-16 10:01:10"
"11838","1","8784","SOTUV MENEJERI","texnomart","Full-Time","4 000 000 dan 10 000 000 gacha (stabilniy+foiz+bonus)","Sotish bo'yicha tajribaga ega bo'lishi zarur","uz","2024-10-16 10:01:10","1","0","2024-10-16 10:01:10","2024-10-16 10:01:10"
"11839","1","8783","????? ?????????, ????? ????????????, ????? ??????","Antabax","Full-Time","???? ???????? ????????","????? ???? ?????????? ?????? ??????","uz","2024-10-16 10:01:13","1","0","2024-10-16 10:01:13","2024-10-16 10:01:13"
"11840","1","8789","Car Wash Attendant","?????? ????","Full-Time","60,000 - 2000,000 UZS","Car wash service at the Ideal Auto car wash","uz","2024-10-16 10:01:39","1","0","2024-10-16 10:01:39","2024-10-16 10:01:39"
"11841","1","8788","Dermatalogiya markazi Konsultant menejer","Not specified","Full-Time","1 000 000 dan - 5 000 000 gacha","Konsultant manager position at a Dermatology center.","uz","2024-10-16 10:01:40","1","0","2024-10-16 10:01:40","2024-10-16 10:01:40"
"11842","1","8787","Adminstrator","O'quv markazi","Full-Time","Maosh: kelishiladi","Adminstrator Lavozimiga ishga taklif qilamiz.","uz","2024-10-16 10:01:40","1","0","2024-10-16 10:01:40","2024-10-16 10:01:40"
